k,BNF=1(kHz),BNF=2(kHz),BNF=3(kHz),BNF=4(kHz),BNF=5(kHz),BNF=6(kHz),BNF=7(kHz),BNF=8(kHz),BNF=9(kHz),BNF=10(kHz),BNF=11(kHz),BNF=12(kHz),BNF=13(kHz),BNF=14(kHz),BNF=15(kHz),BNF=16(kHz),BNF=17(kHz),BNF=18(kHz),BNF=19(kHz),BNF=20(kHz),BNF=21(kHz),BNF=22(kHz),BNF=23(kHz),BNF=24(kHz),BNF=25(kHz),BNF=26(kHz),VF(%),ASx(%),a(mm),ax(mm),ay(mm),az(mm),Band type,TPMS type,Solid Material,Medium,Shell thickness,t,CBG,BG exists?,Band Type
1.45,7.520063181,10.70856348,14.19285073,17.97579839,20.97137201,22.63100622,41.81259139,43.33319866,47.02405208,50.42356468,51.42390338,51.69184356,51.72742958,52.43435929,52.76659644,57.73884353,58.88067775,59.32863845,59.68350601,67.36008931,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1.5,6.812351915,10.2547982,13.1678647,18.73320346,21.53787888,23.19695693,41.36375745,42.93727092,45.99134475,50.6613831,51.54350519,51.70359815,51.81695926,52.33416291,53.7322616,57.71259783,59.10193323,59.18186446,59.32925053,67.55643984,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1.55,6.107186376,9.564708349,12.06660527,19.65830788,22.13225453,23.73031625,40.94165438,42.50373848,44.96508338,50.90825273,51.64276126,51.72052741,51.90789236,52.25244237,54.70711611,57.64252561,58.89963516,58.9814119,59.55006083,67.49508323,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1.6,5.406604623,8.719632676,10.89677804,20.66388348,22.74462434,24.22487382,40.5518686,42.03726748,43.96160359,51.15803917,51.72307807,51.74307638,51.9978203,52.18371692,55.65459234,57.56008843,58.64725714,58.75039371,59.94860332,67.44006526,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1.65,4.711803423,7.772073316,9.666181372,21.68955016,23.3632575,24.67508994,40.19893448,41.54549473,42.99592019,51.40311857,51.77180633,51.78636806,52.08270163,52.12681752,56.49796811,57.4791067,58.33386808,58.72185716,60.35607472,67.3919453,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1.7,4.023322159,6.754526662,8.382633234,22.69193461,23.9739119,25.07600027,39.88653081,41.03986117,42.08386972,51.63161961,51.8101572,51.83483857,52.07230199,52.16820256,57.07867325,57.40565793,58.04789738,58.96022732,60.75713118,67.35100348,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1.75,3.341171845,5.687773496,7.05391787,23.6353171,24.55904678,25.42318926,39.61762824,40.53657118,41.24367907,51.79335318,51.87080917,51.89872416,52.03033,52.24122132,57.30193959,57.34253436,57.79559736,59.54263349,61.13769705,67.3173822,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1.8,2.664933146,4.585884845,5.687751618,24.48561744,25.09707658,25.71280701,39.39459894,40.05752328,40.49713775,51.84887596,51.89657173,51.99552201,52.06665588,52.30474803,57.29038293,57.32391546,57.5824972,60.28806222,61.48304522,67.2911381,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1.85,1.993837627,3.459008821,4.291766334,25.2071303,25.56211974,25.94161661,39.21929681,39.63072285,39.87008381,51.88366762,51.91419597,51.96825485,52.21830748,52.35645395,57.25019955,57.28453635,57.41306505,61.01939575,61.77723886,67.27220592,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1.9,1.326840713,2.314944619,2.873507949,25.76207449,25.92509171,26.10708749,39.09311412,39.28911215,39.39140939,51.91005976,51.92544029,51.948664,52.3322435,52.39466383,57.22157529,57.23866065,57.29043543,61.6316545,62.0037357,67.26019935,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1.95,0.662691219,1.160080534,1.440447277,26.11390533,26.15688441,26.20787347,39.01701703,39.06630471,39.08954644,51.92701522,51.93163157,51.93687099,52.40232805,52.41821376,57.20352344,57.20702924,57.216438,62.04290446,62.14739541,67.25409002,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2,7.23105E-07,1.70351E-06,2.54659E-06,26.23164138,26.23473057,26.24685985,38.98600833,38.98866881,38.99174455,51.93250338,51.93327792,51.93364318,52.42446259,52.42765337,57.19126255,57.19419308,57.19958139,62.18556259,62.1998669,67.25230458,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.05,0.468398985,0.468428461,1.220988704,26.17111397,26.17422318,26.25042617,38.99067769,39.03785235,39.04128575,51.93152329,51.93263111,51.9332958,52.40892641,52.42742289,57.19414856,57.20390431,57.20793069,62.08795448,62.19983029,67.25313641,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.1,0.937391592,0.937451596,2.437639026,25.99303665,25.99619698,26.2612766,38.99062406,39.18931634,39.19271611,51.92855765,51.92968414,51.93323482,52.36227618,52.42738121,57.18275298,57.24079016,57.24464709,61.80840983,62.19971796,67.25563523,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.15,1.40751759,1.407610115,3.645541523,25.70743361,25.71066933,26.27910799,38.99048144,39.43039817,39.43377246,51.9235336,51.92467559,51.93314974,52.28645516,52.42735634,57.16114169,57.30226881,57.3061363,61.38065237,62.19953363,67.25983781,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.2,1.879206914,1.879334696,4.840143753,25.32855929,25.33188274,26.30351145,38.99027988,39.74661001,39.74995103,51.91634201,51.91750331,51.93303511,52.18426976,52.42732866,57.12574228,57.38803213,57.39194756,60.84688144,62.19928193,67.26580283,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.25,2.352719203,2.352885437,6.016676816,24.87252148,24.87593543,26.3339335,38.99002753,40.12156411,40.12486207,51.90685492,51.90803909,51.93289306,52.05931171,52.42729564,57.06916258,57.49767283,57.50165636,60.24992109,62.19896905,67.2736146,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.3,2.828075896,2.828283907,7.170080189,24.35540992,24.35891078,26.36967962,38.9897314,40.53889491,40.5421404,51.89494565,51.89615557,51.91572704,51.93273571,52.42725707,56.97713904,57.63055466,57.63462035,59.63302026,62.19860269,67.2833849,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.35,3.304981116,3.305233985,8.294925468,23.79222337,23.79580413,26.40992567,38.98939905,40.98340615,40.9865912,51.75799031,51.8805317,51.88176771,51.93254519,52.42721336,56.82289419,57.78571919,57.78987643,59.04571809,62.19819186,67.29525396,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.4,3.782726322,3.783026493,9.385340944,23.19648732,23.20013966,26.45373285,38.98903878,41.44155369,41.44467235,51.59069431,51.86356736,51.86483012,51.932346,52.42716525,56.56448157,57.96177519,57.96602677,58.54796924,62.19774668,67.30938865,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.45,4.26007218,4.260421039,10.4349408,22.58032262,22.58403816,26.50006575,38.98865953,41.90150883,41.90455753,51.41837699,51.84411423,51.84540245,51.93213756,52.42711367,56.16769437,58.15675275,58.16092286,58.18895807,62.19727809,67.32597793,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.5,4.735099331,4.735496785,11.4367654,21.95475786,21.95852898,26.54781346,38.98827066,42.35301613,42.35599377,51.2454102,51.82234852,51.82365982,51.93192495,52.42705974,55.64922103,57.96405741,58.36804801,58.37251966,62.19679762,67.34523299,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.55,5.205018281,5.205462352,12.38324265,21.33015704,21.33397721,26.59581363,38.98788177,42.78718237,42.79009033,51.07591025,51.79859413,51.7999252,51.9317134,52.42700474,55.06423748,57.83036933,58.59207942,58.59663331,62.1963171,67.36738194,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.6,5.665928801,5.666415263,13.26618461,20.7166991,20.72056316,26.64287934,38.98750244,43.19626733,43.19910932,50.9136823,51.77334543,51.77469235,51.93150808,52.42695005,54.46263751,57.74869427,58.82433332,58.82895913,62.19584836,67.39261827,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.65,6.112524042,6.11304618,14.07683799,20.12488357,20.12878774,26.68782823,38.98714202,43.57350658,43.57628839,50.76218491,51.74728184,51.74864039,51.93131392,52.42689712,53.87779855,57.69633165,59.05913515,59.06381478,62.19540292,67.42100639,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.7,6.53775068,6.53829927,14.80601013,19.56604186,19.56998362,26.72951353,38.9868094,43.9129758,43.91570481,50.62450758,51.72126851,51.72263457,51.93113553,52.42684743,53.33222938,57.66130082,59.2896088,59.29432029,62.19499176,67.45234064,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.75,6.932475154,6.933038882,15.44429211,19.05280561,19.05678334,26.7668559,38.98651275,44.20949851,44.2121832,50.50335574,51.69633655,51.69770648,51.93097707,52.42680239,52.84268089,57.63718657,59.50772976,59.51245006,62.194625,67.48593552,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.8,7.285283153,7.285849755,15.98239378,18.59940996,18.60342221,26.79887521,38.98625939,44.45859773,44.46124703,50.40103958,51.67363612,51.67500712,51.93084221,52.4226567,52.42677661,57.62040183,59.70456408,59.70927256,62.1943117,67.52035777,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.85,7.582660023,7.583218432,16.41159004,18.22158975,18.22563407,26.82472081,38.98605556,44.65649087,44.65911362,50.31946462,51.65435793,51.6557284,51.93073403,52.08344557,52.42673212,57.60885857,59.870763,59.8754453,62.19405957,67.5531859,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.9,7.809915352,7.810458832,16.72425175,17.93571064,17.9397822,26.84369905,38.98590626,44.80012427,44.8027288,50.26012338,51.63962512,51.64099528,51.83417119,51.93065498,52.42670869,57.60131449,59.99734789,60.00199936,62.19387486,67.58100246,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
2.95,7.953159758,7.953688927,16.91440385,17.75683172,17.7609222,26.85529653,38.98581519,44.88723654,44.8898305,50.22408799,51.63036386,51.6317401,51.6817379,51.93060683,52.42669434,57.59704182,60.07673243,60.08135938,62.19376216,67.59990327,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3,8.002172961,8.002696206,16.97822626,17.69586421,17.69996159,26.85919783,38.98578458,44.91643155,44.91902207,50.21200428,51.62705204,51.62857309,51.63059963,51.93059066,52.4266895,57.59565747,60.10379809,60.10841573,62.19372428,67.6066326,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.05,8.018920532,8.095653347,16.82039551,17.69919352,17.80541795,26.80557055,39.02428127,44.91925557,44.97364271,50.20863242,51.61755935,51.62340426,51.62690523,51.93565542,52.41491886,57.60425128,60.10929737,60.11802027,62.10950182,67.592143,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.1,8.068943271,8.367126598,16.4714529,17.70899745,17.99879458,26.64713715,39.13837553,44.92011175,45.14257345,50.19843886,51.57889105,51.60781123,51.62569841,51.95088642,52.38045052,57.62994541,60.11333059,60.15858528,61.86973276,67.54828163,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.15,8.152032821,8.797090021,16.02951024,17.72507363,18.1859988,26.39065051,39.32415163,44.92156957,45.41619177,50.1811864,51.5132709,51.58168579,51.62361412,51.97643032,52.32569172,57.6724998,60.119933,60.22407846,61.50618363,67.47384164,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.2,8.267767793,9.358213616,15.52096017,17.74703688,18.34698192,26.04617617,39.57550487,44.92368153,45.78381622,50.15651027,51.41916401,51.54482739,51.62036026,52.01259879,52.25440551,57.73148754,60.12928359,60.31126727,61.05669983,67.36687005,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.25,8.415538565,10.02116351,14.95604108,17.77435936,18.47963904,25.62576138,39.88466649,44.9265222,46.23238675,50.12397258,51.29454863,51.49699926,51.61548662,52.05998582,52.17141367,57.80625524,60.14152766,60.41623565,60.55617271,67.22478351,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.3,8.594524649,10.75816284,14.34184507,17.8063829,18.58626829,25.14220279,40.24276925,44.93019157,46.74749775,50.0831531,51.13719397,51.4379649,51.60822977,52.08229156,52.11968411,57.89586873,60.03342942,60.15686978,60.53466456,67.04457588,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.35,8.803660372,11.54455089,13.68511782,17.84233387,18.67030689,24.60813995,40.64036015,44.9348181,47.31396641,50.03378262,50.94505627,51.36753755,51.5973049,51.99319692,52.19358469,57.99904546,59.51137042,60.17557198,60.66213706,66.8231452,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.4,9.041584066,12.35897907,12.99294512,17.8813409,18.73531364,24.03553134,41.06780184,44.94056166,47.91578416,49.97591241,50.71684254,51.28564174,51.58067303,51.91063055,52.28503496,58.1140758,59.00784351,60.19800396,60.79439793,66.55774328,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.45,9.306563297,12.27293915,13.18295069,17.92245497,18.78460582,23.43546191,41.51553986,44.94761564,48.53536072,49.9100916,50.45270937,51.19238937,51.55572471,51.84098535,52.39972988,58.23872585,58.53642077,60.22462164,60.92752359,66.24651143,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.5,9.596384633,11.53338172,14.00012624,17.96467161,18.82113671,22.81819692,41.97423902,44.95620603,49.15202547,49.83750242,50.154982,51.08817508,51.52091741,51.78865118,52.54718958,58.10658846,58.37034474,60.25597045,61.05802964,65.8890248,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.55,9.908190258,10.7833879,14.79570165,18.0069548,18.84747308,22.19341061,42.43480388,44.96658398,49.74013797,49.76002873,49.82871023,50.97379785,51.4782999,51.75340503,52.74238378,57.72453419,58.5052738,60.29263412,61.18292031,65.48676757,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.6,10.03323929,10.23823682,15.55586343,18.04826197,18.86581442,21.57055168,42.88830098,44.97900491,49.48187618,49.68001666,50.26907144,50.85061756,51.4329486,51.73103895,53.00551715,57.39269673,58.63966243,60.33511039,61.29969503,65.04350131,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.65,9.294863101,10.58152261,16.26742596,18.08756972,18.87802692,20.95934519,43.3257979,44.99368274,49.12518665,49.6003991,50.70917547,50.72075641,51.38962618,51.71688891,53.35517103,57.11090372,58.76906032,60.3835709,61.40632476,64.56558683,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.7,8.582460995,10.93126416,16.91763594,18.12389954,18.88567934,20.37046416,43.73813543,45.01070213,48.77149811,49.52413202,50.58733517,51.04596678,51.35115264,51.70771077,53.79359722,56.87696021,58.88893805,60.43748496,61.5012084,64.06243994,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.75,7.913296873,11.27810634,17.49416111,18.1563429,18.8900753,19.8164215,44.11566403,45.0298676,48.43506949,49.45412642,50.45476072,51.28744419,51.31873256,51.70159415,54.29789653,56.68751432,58.9951461,60.49516326,61.58311807,63.54739954,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.8,7.308424042,11.6091009,17.98526865,18.18408568,18.8922797,19.31269424,44.44801864,45.05047905,48.13079536,49.39302989,50.32893831,51.29265513,51.45440696,51.69745475,54.82766517,56.53881497,59.08440986,60.55340423,61.65114017,63.03939043,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.85,6.792937323,11.90662243,18.20642209,18.38019499,18.87884797,18.89317523,44.72409085,45.07107115,47.87348799,49.34310184,50.21731211,51.2727911,51.56697811,51.69467102,55.33532046,56.42728527,59.15463249,60.60751503,61.70461776,62.56571211,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.9,6.394897372,12.14801315,18.22279605,18.53911307,18.66964498,18.89330639,44.93246271,45.08927525,47.67710068,49.30614001,50.12842946,51.25887236,51.63928192,51.69288209,55.76772395,56.34989872,59.20485087,60.65190206,61.74309853,62.16547866,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
3.95,6.141877226,12.30772939,18.23277871,18.31999169,18.84637444,18.8932244,45.06252858,45.10216837,47.55362364,49.28344281,50.07075203,51.25064015,51.67977835,51.69188513,56.0653025,56.30439527,59.2348819,60.68117022,61.76629109,61.88997938,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
4,6.054910713,12.36390387,18.23598329,18.24410538,18.89316466,18.90579339,45.10413614,45.10951596,47.51145891,49.27579294,50.05072198,51.24791778,51.69148605,51.69290676,56.17255248,56.28938911,59.24485886,60.69140013,61.77402514,61.79052155,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0,8.937146589,8.972863099,8.975367516,23.94619443,23.99107687,24.00933516,45.91635894,45.91679762,47.20276516,47.2049705,48.43371068,48.43379842,48.43409825,58.2480383,58.26678591,58.27336643,59.07831539,59.12509334,59.13166256,63.65523752,,,,,,,30,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1,8.001177314,yes,Elastic
0.05,8.96719509,9.003460695,9.03900689,23.92257479,23.94339894,24.00634279,45.91683475,45.98151089,47.2050121,47.21719017,48.42046317,48.42060855,48.43382987,57.92897208,57.94073396,58.26729391,59.12514584,59.36779916,59.40839864,63.62872852,,,,,,,30,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1,8.001177314,yes,Elastic
0.1,8.943375568,9.198633634,9.233933862,23.72071899,23.93423368,23.99717816,45.91700693,46.17401663,47.20520556,47.26021458,48.38044845,48.38050427,48.4338094,57.35329644,57.35929513,58.26821925,59.12533495,59.81910076,59.85592729,63.51309079,,,,,,,30,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1,8.001177314,yes,Elastic
0.15,8.904172414,9.513441216,9.548325082,23.39382281,23.91847618,23.98126086,45.91728903,46.48577036,47.20551897,47.33133486,48.31353959,48.31378741,48.43377819,56.72277509,56.72767508,58.26973962,59.12563716,60.23188097,60.27077991,63.32839773,,,,,,,30,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1,8.001177314,yes,Elastic
0.2,8.850479013,9.93408667,9.968503344,22.95500051,23.89507421,23.9576265,45.91767421,46.90465399,47.20594697,47.429661,48.21974337,48.22033451,48.43373535,56.07788439,56.08264593,58.27181642,59.12604898,60.57255941,60.6151601,63.08463969,,,,,,,30,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1,8.001177314,yes,Elastic
0.25,8.783471639,10.44456947,10.47854797,22.42004719,23.86267977,23.9249287,45.91815299,47.20647953,47.41615242,47.55394155,48.09903087,48.10008806,48.43368124,55.43580723,55.44054609,58.27439876,59.12656082,60.83694678,60.88313894,62.79274741,,,,,,,30,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1,8.001177314,yes,Elastic
0.3,8.704628676,11.02844985,11.0620824,21.8060566,23.81957112,23.8814442,45.91871361,47.20710426,47.70255124,47.95143745,47.95310184,48.00483451,48.43361661,54.80821236,54.8128603,58.27742354,59.1271603,61.03373861,61.08271013,62.46331067,,,,,,,30,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1,8.001177314,yes,Elastic
0.35,8.615709121,11.67005717,11.70347952,21.13035356,23.76366007,23.82508247,45.91934227,47.20780615,47.7772843,47.77968413,47.87347408,48.43354241,48.65536428,54.20468595,54.20913683,58.28081677,59.12783276,61.17683235,61.22769003,62.10596453,,,,,,,30,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1,8.001177314,yes,Elastic
0.4,8.518724764,12.3551105,12.3884838,20.40988388,23.69250781,23.75340201,45.92002353,47.20856834,47.57735033,47.58063718,48.06427222,48.43346002,49.35320399,53.63357568,53.63773789,58.28449537,59.12856169,61.27995724,61.33199496,61.72927613,,,,,,,30,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1,8.001177314,yes,Elastic
0.45,8.415906965,13.07090635,13.10440291,19.66099148,23.60335061,23.66363649,45.92074061,47.20937208,47.35332704,47.35763664,48.27205148,48.43337106,50.08469382,53.10206791,53.10590366,58.28836912,59.12932907,61.34085378,61.35431562,61.40700855,,,,,,,30,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1,8.001177314,yes,Elastic
0.5,8.30966775,13.80625117,13.840044,18.89946169,23.49313908,23.55273445,45.92147586,47.10821376,47.11365859,47.21020074,48.43327675,48.49340136,50.8369733,52.6159534,52.61951783,58.29234288,59.13011573,60.947872,61.40802779,61.46115244,,,,,,,30,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1,8.001177314,yes,Elastic
